cellid,k,zone,a,Aquifer
11415,1,2,1,Weathered Zone
11416,1,2,1,Weathered Zone
11417,1,2,1,Weathered Zone
11418,1,2,1,Weathered Zone
11419,1,2,1,Weathered Zone
11420,1,2,1,Weathered Zone
11421,1,2,1,Weathered Zone
11422,1,2,1,Weathered Zone
11499,1,2,1,Weathered Zone
11500,1,2,1,Weathered Zone
11501,1,2,1,Weathered Zone
11502,1,2,1,Weathered Zone
11503,1,2,1,Weathered Zone
11504,1,2,1,Weathered Zone
11505,1,2,1,Weathered Zone
11506,1,2,1,Weathered Zone
11507,1,2,1,Weathered Zone
11508,1,2,1,Weathered Zone
11509,1,2,1,Weathered Zone
11510,1,2,1,Weathered Zone
11511,1,2,1,Weathered Zone
11512,1,2,1,Weathered Zone
11513,1,2,1,Weathered Zone
11514,1,2,1,Weathered Zone
11515,1,2,1,Weathered Zone
11516,1,2,1,Weathered Zone
11517,1,2,1,Weathered Zone
11518,1,2,1,Weathered Zone
11519,1,2,1,Weathered Zone
11520,1,2,1,Weathered Zone
11521,1,2,1,Weathered Zone
11522,1,2,1,Weathered Zone
11523,1,2,1,Weathered Zone
11524,1,2,1,Weathered Zone
11525,1,2,1,Weathered Zone
11526,1,2,1,Weathered Zone
11527,1,2,1,Weathered Zone
11528,1,2,1,Weathered Zone
11529,1,2,1,Weathered Zone
11530,1,2,1,Weathered Zone
11531,1,2,1,Weathered Zone
11532,1,2,1,Weathered Zone
11533,1,2,1,Weathered Zone
11534,1,2,1,Weathered Zone
11535,1,2,1,Weathered Zone
11536,1,2,1,Weathered Zone
11537,1,2,1,Weathered Zone
11538,1,2,1,Weathered Zone
11539,1,2,1,Weathered Zone
11540,1,2,1,Weathered Zone
11541,1,2,1,Weathered Zone
11542,1,2,1,Weathered Zone
11543,1,2,1,Weathered Zone
11544,1,2,1,Weathered Zone
11545,1,2,1,Weathered Zone
11546,1,2,1,Weathered Zone
11547,1,2,1,Weathered Zone
11548,1,2,1,Weathered Zone
11549,1,2,1,Weathered Zone
11550,1,2,1,Weathered Zone
11551,1,2,1,Weathered Zone
11552,1,2,1,Weathered Zone
11553,1,2,1,Weathered Zone
11554,1,2,1,Weathered Zone
11555,1,2,1,Weathered Zone
11556,1,2,1,Weathered Zone
11557,1,2,1,Weathered Zone
11558,1,2,1,Weathered Zone
11559,1,2,1,Weathered Zone
11560,1,2,1,Weathered Zone
11561,1,2,1,Weathered Zone
11562,1,2,1,Weathered Zone
11563,1,2,1,Weathered Zone
11564,1,2,1,Weathered Zone
11565,1,2,1,Weathered Zone
11566,1,2,1,Weathered Zone
11567,1,2,1,Weathered Zone
11568,1,2,1,Weathered Zone
11569,1,2,1,Weathered Zone
11570,1,2,1,Weathered Zone
11571,1,2,1,Weathered Zone
11572,1,2,1,Weathered Zone
11573,1,2,1,Weathered Zone
11574,1,2,1,Weathered Zone
11575,1,2,1,Weathered Zone
11576,1,2,1,Weathered Zone
11577,1,2,1,Weathered Zone
11578,1,2,1,Weathered Zone
11579,1,2,1,Weathered Zone
11580,1,2,1,Weathered Zone
11581,1,2,1,Weathered Zone
11582,1,2,1,Weathered Zone
11583,1,2,1,Weathered Zone
11584,1,2,1,Weathered Zone
11585,1,2,1,Weathered Zone
11586,1,2,1,Weathered Zone
11587,1,2,1,Weathered Zone
11588,1,2,1,Weathered Zone
11589,1,2,1,Weathered Zone
11665,1,2,1,Weathered Zone
11666,1,2,1,Weathered Zone
11667,1,2,1,Weathered Zone
11668,1,2,1,Weathered Zone
11669,1,2,1,Weathered Zone
11670,1,2,1,Weathered Zone
11671,1,2,1,Weathered Zone
11672,1,2,1,Weathered Zone
11673,1,2,1,Weathered Zone
11674,1,2,1,Weathered Zone
11675,1,2,1,Weathered Zone
11676,1,2,1,Weathered Zone
11677,1,2,1,Weathered Zone
11678,1,2,1,Weathered Zone
11679,1,2,1,Weathered Zone
11680,1,2,1,Weathered Zone
11681,1,2,1,Weathered Zone
11682,1,2,1,Weathered Zone
11683,1,2,1,Weathered Zone
11684,1,2,1,Weathered Zone
11685,1,2,1,Weathered Zone
11686,1,2,1,Weathered Zone
11687,1,2,1,Weathered Zone
11688,1,2,1,Weathered Zone
11689,1,2,1,Weathered Zone
11690,1,2,1,Weathered Zone
11691,1,2,1,Weathered Zone
11692,1,2,1,Weathered Zone
11693,1,2,1,Weathered Zone
11694,1,2,1,Weathered Zone
11695,1,2,1,Weathered Zone
11696,1,2,1,Weathered Zone
11697,1,2,1,Weathered Zone
11698,1,2,1,Weathered Zone
11699,1,2,1,Weathered Zone
11700,1,2,1,Weathered Zone
11701,1,2,1,Weathered Zone
11702,1,2,1,Weathered Zone
11703,1,2,1,Weathered Zone
11704,1,2,1,Weathered Zone
11705,1,2,1,Weathered Zone
11706,1,2,1,Weathered Zone
11707,1,2,1,Weathered Zone
11708,1,2,1,Weathered Zone
11709,1,2,1,Weathered Zone
11710,1,2,1,Weathered Zone
11711,1,2,1,Weathered Zone
11712,1,2,1,Weathered Zone
11713,1,2,1,Weathered Zone
11714,1,2,1,Weathered Zone
11715,1,2,1,Weathered Zone
11716,1,2,1,Weathered Zone
11717,1,2,1,Weathered Zone
11718,1,2,1,Weathered Zone
11719,1,2,1,Weathered Zone
11720,1,2,1,Weathered Zone
11721,1,2,1,Weathered Zone
11722,1,2,1,Weathered Zone
11723,1,2,1,Weathered Zone
11724,1,2,1,Weathered Zone
11725,1,2,1,Weathered Zone
11726,1,2,1,Weathered Zone
11727,1,2,1,Weathered Zone
11728,1,2,1,Weathered Zone
11729,1,2,1,Weathered Zone
11730,1,2,1,Weathered Zone
11731,1,2,1,Weathered Zone
11732,1,2,1,Weathered Zone
11733,1,2,1,Weathered Zone
11734,1,2,1,Weathered Zone
11735,1,2,1,Weathered Zone
11736,1,2,1,Weathered Zone
11737,1,2,1,Weathered Zone
11738,1,2,1,Weathered Zone
11739,1,2,1,Weathered Zone
11740,1,2,1,Weathered Zone
11741,1,2,1,Weathered Zone
11742,1,2,1,Weathered Zone
11743,1,2,1,Weathered Zone
11744,1,2,1,Weathered Zone
11745,1,2,1,Weathered Zone
11746,1,2,1,Weathered Zone
11747,1,2,1,Weathered Zone
11748,1,2,1,Weathered Zone
11749,1,2,1,Weathered Zone
11750,1,2,1,Weathered Zone
11751,1,2,1,Weathered Zone
11752,1,2,1,Weathered Zone
11753,1,2,1,Weathered Zone
11754,1,2,1,Weathered Zone
11755,1,2,1,Weathered Zone
11831,1,2,1,Weathered Zone
11832,1,2,1,Weathered Zone
11833,1,2,1,Weathered Zone
11834,1,2,1,Weathered Zone
11835,1,2,1,Weathered Zone
11836,1,2,1,Weathered Zone
11837,1,2,1,Weathered Zone
11838,1,2,1,Weathered Zone
11839,1,2,1,Weathered Zone
11840,1,2,1,Weathered Zone
11841,1,2,1,Weathered Zone
11842,1,2,1,Weathered Zone
11843,1,2,1,Weathered Zone
11844,1,2,1,Weathered Zone
11845,1,2,1,Weathered Zone
11846,1,2,1,Weathered Zone
11847,1,2,1,Weathered Zone
11848,1,2,1,Weathered Zone
11849,1,2,1,Weathered Zone
11850,1,2,1,Weathered Zone
11851,1,2,1,Weathered Zone
11852,1,2,1,Weathered Zone
11853,1,2,1,Weathered Zone
11854,1,2,1,Weathered Zone
11855,1,2,1,Weathered Zone
11856,1,2,1,Weathered Zone
11857,1,2,1,Weathered Zone
11858,1,2,1,Weathered Zone
11859,1,2,1,Weathered Zone
11860,1,2,1,Weathered Zone
11861,1,2,1,Weathered Zone
11862,1,2,1,Weathered Zone
11863,1,2,1,Weathered Zone
11864,1,2,1,Weathered Zone
11865,1,2,1,Weathered Zone
11866,1,2,1,Weathered Zone
11867,1,2,1,Weathered Zone
11868,1,2,1,Weathered Zone
11869,1,2,1,Weathered Zone
11870,1,2,1,Weathered Zone
11871,1,2,1,Weathered Zone
11872,1,2,1,Weathered Zone
11873,1,2,1,Weathered Zone
11874,1,2,1,Weathered Zone
11875,1,2,1,Weathered Zone
11876,1,2,1,Weathered Zone
11877,1,2,1,Weathered Zone
11878,1,2,1,Weathered Zone
11879,1,2,1,Weathered Zone
11880,1,2,1,Weathered Zone
11881,1,2,1,Weathered Zone
11882,1,2,1,Weathered Zone
11883,1,2,1,Weathered Zone
11884,1,2,1,Weathered Zone
11885,1,2,1,Weathered Zone
11886,1,2,1,Weathered Zone
11887,1,2,1,Weathered Zone
11888,1,2,1,Weathered Zone
11889,1,2,1,Weathered Zone
11890,1,2,1,Weathered Zone
11891,1,2,1,Weathered Zone
11892,1,2,1,Weathered Zone
11893,1,2,1,Weathered Zone
11894,1,2,1,Weathered Zone
11895,1,2,1,Weathered Zone
11896,1,2,1,Weathered Zone
11897,1,2,1,Weathered Zone
11898,1,2,1,Weathered Zone
11899,1,2,1,Weathered Zone
11900,1,2,1,Weathered Zone
11901,1,2,1,Weathered Zone
11902,1,2,1,Weathered Zone
11903,1,2,1,Weathered Zone
11904,1,2,1,Weathered Zone
11905,1,2,1,Weathered Zone
11906,1,2,1,Weathered Zone
11907,1,2,1,Weathered Zone
11908,1,2,1,Weathered Zone
11909,1,2,1,Weathered Zone
11910,1,2,1,Weathered Zone
11911,1,2,1,Weathered Zone
11912,1,2,1,Weathered Zone
11913,1,2,1,Weathered Zone
11914,1,2,1,Weathered Zone
11915,1,2,1,Weathered Zone
11916,1,2,1,Weathered Zone
11917,1,2,1,Weathered Zone
11918,1,2,1,Weathered Zone
11919,1,2,1,Weathered Zone
11920,1,2,1,Weathered Zone
11921,1,2,1,Weathered Zone
11922,1,2,1,Weathered Zone
11923,1,2,1,Weathered Zone
11924,1,2,1,Weathered Zone
11925,1,2,1,Weathered Zone
11926,1,2,1,Weathered Zone
11927,1,2,1,Weathered Zone
11997,1,2,1,Weathered Zone
11998,1,2,1,Weathered Zone
11999,1,2,1,Weathered Zone
12000,1,2,1,Weathered Zone
12001,1,2,1,Weathered Zone
12002,1,2,1,Weathered Zone
12003,1,2,1,Weathered Zone
12004,1,2,1,Weathered Zone
12005,1,2,1,Weathered Zone
12006,1,2,1,Weathered Zone
12007,1,2,1,Weathered Zone
12008,1,2,1,Weathered Zone
12009,1,2,1,Weathered Zone
12010,1,2,1,Weathered Zone
12011,1,2,1,Weathered Zone
12012,1,2,1,Weathered Zone
12013,1,2,1,Weathered Zone
12014,1,2,1,Weathered Zone
12015,1,2,1,Weathered Zone
12016,1,2,1,Weathered Zone
12017,1,2,1,Weathered Zone
12018,1,2,1,Weathered Zone
12019,1,2,1,Weathered Zone
12020,1,2,1,Weathered Zone
12021,1,2,1,Weathered Zone
12022,1,2,1,Weathered Zone
12023,1,2,1,Weathered Zone
12024,1,2,1,Weathered Zone
12025,1,2,1,Weathered Zone
12026,1,2,1,Weathered Zone
12027,1,2,1,Weathered Zone
12028,1,2,1,Weathered Zone
12029,1,2,1,Weathered Zone
12030,1,2,1,Weathered Zone
12031,1,2,1,Weathered Zone
12032,1,2,1,Weathered Zone
12033,1,2,1,Weathered Zone
12034,1,2,1,Weathered Zone
12035,1,2,1,Weathered Zone
12036,1,2,1,Weathered Zone
12037,1,2,1,Weathered Zone
12038,1,2,1,Weathered Zone
12039,1,2,1,Weathered Zone
12040,1,2,1,Weathered Zone
12041,1,2,1,Weathered Zone
12042,1,2,1,Weathered Zone
12043,1,2,1,Weathered Zone
12044,1,2,1,Weathered Zone
12045,1,2,1,Weathered Zone
12046,1,2,1,Weathered Zone
12047,1,2,1,Weathered Zone
12048,1,2,1,Weathered Zone
12049,1,2,1,Weathered Zone
12050,1,2,1,Weathered Zone
12051,1,2,1,Weathered Zone
12052,1,2,1,Weathered Zone
12053,1,2,1,Weathered Zone
12054,1,2,1,Weathered Zone
12055,1,2,1,Weathered Zone
12056,1,2,1,Weathered Zone
12057,1,2,1,Weathered Zone
12058,1,2,1,Weathered Zone
12059,1,2,1,Weathered Zone
12060,1,2,1,Weathered Zone
12061,1,2,1,Weathered Zone
12062,1,2,1,Weathered Zone
12063,1,2,1,Weathered Zone
12064,1,2,1,Weathered Zone
12065,1,2,1,Weathered Zone
12066,1,2,1,Weathered Zone
12067,1,2,1,Weathered Zone
12068,1,2,1,Weathered Zone
12069,1,2,1,Weathered Zone
12070,1,2,1,Weathered Zone
12071,1,2,1,Weathered Zone
12072,1,2,1,Weathered Zone
12073,1,2,1,Weathered Zone
12074,1,2,1,Weathered Zone
12075,1,2,1,Weathered Zone
12076,1,2,1,Weathered Zone
12077,1,2,1,Weathered Zone
12078,1,2,1,Weathered Zone
12079,1,2,1,Weathered Zone
12080,1,2,1,Weathered Zone
12081,1,2,1,Weathered Zone
12082,1,2,1,Weathered Zone
12083,1,2,1,Weathered Zone
12084,1,2,1,Weathered Zone
12085,1,2,1,Weathered Zone
12086,1,2,1,Weathered Zone
12087,1,2,1,Weathered Zone
12088,1,2,1,Weathered Zone
12089,1,2,1,Weathered Zone
12090,1,2,1,Weathered Zone
12091,1,2,1,Weathered Zone
12092,1,2,1,Weathered Zone
12093,1,2,1,Weathered Zone
12094,1,2,1,Weathered Zone
12095,1,2,1,Weathered Zone
12097,1,2,1,Weathered Zone
12162,1,2,1,Weathered Zone
12163,1,2,1,Weathered Zone
12164,1,2,1,Weathered Zone
12165,1,2,1,Weathered Zone
12166,1,2,1,Weathered Zone
12167,1,2,1,Weathered Zone
12168,1,2,1,Weathered Zone
12169,1,2,1,Weathered Zone
12170,1,2,1,Weathered Zone
12171,1,2,1,Weathered Zone
12172,1,2,1,Weathered Zone
12173,1,2,1,Weathered Zone
12174,1,2,1,Weathered Zone
12175,1,2,1,Weathered Zone
12176,1,2,1,Weathered Zone
12177,1,2,1,Weathered Zone
12178,1,2,1,Weathered Zone
12179,1,2,1,Weathered Zone
12180,1,2,1,Weathered Zone
12181,1,2,1,Weathered Zone
12182,1,2,1,Weathered Zone
12183,1,2,1,Weathered Zone
12184,1,2,1,Weathered Zone
12185,1,2,1,Weathered Zone
12186,1,2,1,Weathered Zone
12187,1,2,1,Weathered Zone
12188,1,2,1,Weathered Zone
12189,1,2,1,Weathered Zone
12190,1,2,1,Weathered Zone
12191,1,2,1,Weathered Zone
12192,1,2,1,Weathered Zone
12193,1,2,1,Weathered Zone
12194,1,2,1,Weathered Zone
12195,1,2,1,Weathered Zone
12196,1,2,1,Weathered Zone
12197,1,2,1,Weathered Zone
12198,1,2,1,Weathered Zone
12199,1,2,1,Weathered Zone
12200,1,2,1,Weathered Zone
12201,1,2,1,Weathered Zone
12202,1,2,1,Weathered Zone
12203,1,2,1,Weathered Zone
12204,1,2,1,Weathered Zone
12205,1,2,1,Weathered Zone
12206,1,2,1,Weathered Zone
12207,1,2,1,Weathered Zone
12208,1,2,1,Weathered Zone
12209,1,2,1,Weathered Zone
12210,1,2,1,Weathered Zone
12211,1,2,1,Weathered Zone
12212,1,2,1,Weathered Zone
12213,1,2,1,Weathered Zone
12214,1,2,1,Weathered Zone
12215,1,2,1,Weathered Zone
12216,1,2,1,Weathered Zone
12217,1,2,1,Weathered Zone
12218,1,2,1,Weathered Zone
12219,1,2,1,Weathered Zone
12220,1,2,1,Weathered Zone
12221,1,2,1,Weathered Zone
12222,1,2,1,Weathered Zone
12223,1,2,1,Weathered Zone
12224,1,2,1,Weathered Zone
12225,1,2,1,Weathered Zone
12226,1,2,1,Weathered Zone
12227,1,2,1,Weathered Zone
12228,1,2,1,Weathered Zone
12229,1,2,1,Weathered Zone
12230,1,2,1,Weathered Zone
12231,1,2,1,Weathered Zone
12232,1,2,1,Weathered Zone
12233,1,2,1,Weathered Zone
12234,1,2,1,Weathered Zone
12235,1,2,1,Weathered Zone
12236,1,2,1,Weathered Zone
12237,1,2,1,Weathered Zone
12238,1,2,1,Weathered Zone
12239,1,2,1,Weathered Zone
12240,1,2,1,Weathered Zone
12241,1,2,1,Weathered Zone
12242,1,2,1,Weathered Zone
12243,1,2,1,Weathered Zone
12244,1,2,1,Weathered Zone
12245,1,2,1,Weathered Zone
12246,1,2,1,Weathered Zone
12247,1,2,1,Weathered Zone
12248,1,2,1,Weathered Zone
12249,1,2,1,Weathered Zone
12250,1,2,1,Weathered Zone
12251,1,2,1,Weathered Zone
12252,1,2,1,Weathered Zone
12253,1,2,1,Weathered Zone
12254,1,2,1,Weathered Zone
12255,1,2,1,Weathered Zone
12256,1,2,1,Weathered Zone
12257,1,2,1,Weathered Zone
12258,1,2,1,Weathered Zone
12259,1,2,1,Weathered Zone
12260,1,2,1,Weathered Zone
12261,1,2,1,Weathered Zone
12262,1,2,1,Weathered Zone
12263,1,2,1,Weathered Zone
12264,1,2,1,Weathered Zone
12265,1,2,1,Weathered Zone
12266,1,2,1,Weathered Zone
12329,1,2,1,Weathered Zone
12330,1,2,1,Weathered Zone
12331,1,2,1,Weathered Zone
12332,1,2,1,Weathered Zone
12333,1,2,1,Weathered Zone
12334,1,2,1,Weathered Zone
12335,1,2,1,Weathered Zone
12336,1,2,1,Weathered Zone
12337,1,2,1,Weathered Zone
12338,1,2,1,Weathered Zone
12339,1,2,1,Weathered Zone
12340,1,2,1,Weathered Zone
12341,1,2,1,Weathered Zone
12342,1,2,1,Weathered Zone
12343,1,2,1,Weathered Zone
12344,1,2,1,Weathered Zone
12345,1,2,1,Weathered Zone
12346,1,2,1,Weathered Zone
12347,1,2,1,Weathered Zone
12348,1,2,1,Weathered Zone
12349,1,2,1,Weathered Zone
12350,1,2,1,Weathered Zone
12351,1,2,1,Weathered Zone
12352,1,2,1,Weathered Zone
12353,1,2,1,Weathered Zone
12354,1,2,1,Weathered Zone
12355,1,2,1,Weathered Zone
12356,1,2,1,Weathered Zone
12357,1,2,1,Weathered Zone
12358,1,2,1,Weathered Zone
12359,1,2,1,Weathered Zone
12360,1,2,1,Weathered Zone
12361,1,2,1,Weathered Zone
12362,1,2,1,Weathered Zone
12363,1,2,1,Weathered Zone
12364,1,2,1,Weathered Zone
12365,1,2,1,Weathered Zone
12366,1,2,1,Weathered Zone
12367,1,2,1,Weathered Zone
12368,1,2,1,Weathered Zone
12369,1,2,1,Weathered Zone
12370,1,2,1,Weathered Zone
12371,1,2,1,Weathered Zone
12372,1,2,1,Weathered Zone
12373,1,2,1,Weathered Zone
12374,1,2,1,Weathered Zone
12375,1,2,1,Weathered Zone
12376,1,2,1,Weathered Zone
12377,1,2,1,Weathered Zone
12378,1,2,1,Weathered Zone
12379,1,2,1,Weathered Zone
12380,1,2,1,Weathered Zone
12381,1,2,1,Weathered Zone
12382,1,2,1,Weathered Zone
12383,1,2,1,Weathered Zone
12384,1,2,1,Weathered Zone
12385,1,2,1,Weathered Zone
12386,1,2,1,Weathered Zone
12387,1,2,1,Weathered Zone
12388,1,2,1,Weathered Zone
12389,1,2,1,Weathered Zone
12390,1,2,1,Weathered Zone
12391,1,2,1,Weathered Zone
12392,1,2,1,Weathered Zone
12393,1,2,1,Weathered Zone
12394,1,2,1,Weathered Zone
12395,1,2,1,Weathered Zone
12396,1,2,1,Weathered Zone
12397,1,2,1,Weathered Zone
12398,1,2,1,Weathered Zone
12399,1,2,1,Weathered Zone
12400,1,2,1,Weathered Zone
12401,1,2,1,Weathered Zone
12402,1,2,1,Weathered Zone
12403,1,2,1,Weathered Zone
12404,1,2,1,Weathered Zone
12405,1,2,1,Weathered Zone
12406,1,2,1,Weathered Zone
12407,1,2,1,Weathered Zone
12408,1,2,1,Weathered Zone
12409,1,2,1,Weathered Zone
12410,1,2,1,Weathered Zone
12411,1,2,1,Weathered Zone
12412,1,2,1,Weathered Zone
12413,1,2,1,Weathered Zone
12414,1,2,1,Weathered Zone
12415,1,2,1,Weathered Zone
12416,1,2,1,Weathered Zone
12417,1,2,1,Weathered Zone
12418,1,2,1,Weathered Zone
12419,1,2,1,Weathered Zone
12420,1,2,1,Weathered Zone
12421,1,2,1,Weathered Zone
12422,1,2,1,Weathered Zone
12423,1,2,1,Weathered Zone
12424,1,2,1,Weathered Zone
12425,1,2,1,Weathered Zone
12426,1,2,1,Weathered Zone
12427,1,2,1,Weathered Zone
12428,1,2,1,Weathered Zone
12429,1,2,1,Weathered Zone
12430,1,2,1,Weathered Zone
12431,1,2,1,Weathered Zone
12432,1,2,1,Weathered Zone
12433,1,2,1,Weathered Zone
12434,1,2,1,Weathered Zone
12495,1,2,1,Weathered Zone
12496,1,2,1,Weathered Zone
12497,1,2,1,Weathered Zone
12498,1,2,1,Weathered Zone
12499,1,2,1,Weathered Zone
12500,1,2,1,Weathered Zone
12501,1,2,1,Weathered Zone
12502,1,2,1,Weathered Zone
12503,1,2,1,Weathered Zone
12504,1,2,1,Weathered Zone
12505,1,2,1,Weathered Zone
12506,1,2,1,Weathered Zone
12507,1,2,1,Weathered Zone
12508,1,2,1,Weathered Zone
12509,1,2,1,Weathered Zone
12510,1,2,1,Weathered Zone
12511,1,2,1,Weathered Zone
12512,1,2,1,Weathered Zone
12513,1,2,1,Weathered Zone
12514,1,2,1,Weathered Zone
12515,1,2,1,Weathered Zone
12516,1,2,1,Weathered Zone
12517,1,2,1,Weathered Zone
12518,1,2,1,Weathered Zone
12519,1,2,1,Weathered Zone
12520,1,2,1,Weathered Zone
12521,1,2,1,Weathered Zone
12522,1,2,1,Weathered Zone
12523,1,2,1,Weathered Zone
12524,1,2,1,Weathered Zone
12525,1,2,1,Weathered Zone
12526,1,2,1,Weathered Zone
12527,1,2,1,Weathered Zone
12528,1,2,1,Weathered Zone
12529,1,2,1,Weathered Zone
12530,1,2,1,Weathered Zone
12531,1,2,1,Weathered Zone
12532,1,2,1,Weathered Zone
12533,1,2,1,Weathered Zone
12534,1,2,1,Weathered Zone
12535,1,2,1,Weathered Zone
12536,1,2,1,Weathered Zone
12537,1,2,1,Weathered Zone
12538,1,2,1,Weathered Zone
12539,1,2,1,Weathered Zone
12540,1,2,1,Weathered Zone
12541,1,2,1,Weathered Zone
12542,1,2,1,Weathered Zone
12543,1,2,1,Weathered Zone
12544,1,2,1,Weathered Zone
12545,1,2,1,Weathered Zone
12546,1,2,1,Weathered Zone
12547,1,2,1,Weathered Zone
12548,1,2,1,Weathered Zone
12549,1,2,1,Weathered Zone
12550,1,2,1,Weathered Zone
12551,1,2,1,Weathered Zone
12552,1,2,1,Weathered Zone
12553,1,2,1,Weathered Zone
12554,1,2,1,Weathered Zone
12555,1,2,1,Weathered Zone
12556,1,2,1,Weathered Zone
12557,1,2,1,Weathered Zone
12558,1,2,1,Weathered Zone
12559,1,2,1,Weathered Zone
12560,1,2,1,Weathered Zone
12561,1,2,1,Weathered Zone
12562,1,2,1,Weathered Zone
12563,1,2,1,Weathered Zone
12564,1,2,1,Weathered Zone
12565,1,2,1,Weathered Zone
12566,1,2,1,Weathered Zone
12567,1,2,1,Weathered Zone
12568,1,2,1,Weathered Zone
12569,1,2,1,Weathered Zone
12570,1,2,1,Weathered Zone
12571,1,2,1,Weathered Zone
12572,1,2,1,Weathered Zone
12573,1,2,1,Weathered Zone
12574,1,2,1,Weathered Zone
12575,1,2,1,Weathered Zone
12576,1,2,1,Weathered Zone
12577,1,2,1,Weathered Zone
12578,1,2,1,Weathered Zone
12579,1,2,1,Weathered Zone
12580,1,2,1,Weathered Zone
12581,1,2,1,Weathered Zone
12582,1,2,1,Weathered Zone
12583,1,2,1,Weathered Zone
12584,1,2,1,Weathered Zone
12585,1,1,1,Fractured zone
12586,1,1,1,Fractured zone
12587,1,1,1,Fractured zone
12588,1,2,1,Weathered Zone
12589,1,2,1,Weathered Zone
12590,1,2,1,Weathered Zone
12591,1,2,1,Weathered Zone
12592,1,2,1,Weathered Zone
12593,1,2,1,Weathered Zone
12594,1,2,1,Weathered Zone
12595,1,2,1,Weathered Zone
12596,1,2,1,Weathered Zone
12597,1,2,1,Weathered Zone
12598,1,2,1,Weathered Zone
12599,1,2,1,Weathered Zone
12600,1,2,1,Weathered Zone
12601,1,2,1,Weathered Zone
12602,1,2,1,Weathered Zone
12660,1,2,1,Weathered Zone
12661,1,2,1,Weathered Zone
12662,1,2,1,Weathered Zone
12663,1,2,1,Weathered Zone
12664,1,2,1,Weathered Zone
12665,1,2,1,Weathered Zone
12666,1,2,1,Weathered Zone
12667,1,2,1,Weathered Zone
12668,1,2,1,Weathered Zone
12669,1,2,1,Weathered Zone
12670,1,2,1,Weathered Zone
12671,1,2,1,Weathered Zone
12672,1,2,1,Weathered Zone
12673,1,2,1,Weathered Zone
12674,1,2,1,Weathered Zone
12675,1,2,1,Weathered Zone
12676,1,2,1,Weathered Zone
12677,1,2,1,Weathered Zone
12678,1,2,1,Weathered Zone
12679,1,2,1,Weathered Zone
12680,1,2,1,Weathered Zone
12681,1,2,1,Weathered Zone
12682,1,1,1,Fractured zone
12683,1,2,1,Weathered Zone
12684,1,2,1,Weathered Zone
12685,1,2,1,Weathered Zone
12686,1,2,1,Weathered Zone
12687,1,2,1,Weathered Zone
12688,1,2,1,Weathered Zone
12689,1,2,1,Weathered Zone
12690,1,2,1,Weathered Zone
12691,1,2,1,Weathered Zone
12692,1,2,1,Weathered Zone
12693,1,2,1,Weathered Zone
12694,1,2,1,Weathered Zone
12695,1,2,1,Weathered Zone
12696,1,2,1,Weathered Zone
12697,1,2,1,Weathered Zone
12698,1,2,1,Weathered Zone
12699,1,2,1,Weathered Zone
12700,1,2,1,Weathered Zone
12701,1,2,1,Weathered Zone
12702,1,2,1,Weathered Zone
12703,1,2,1,Weathered Zone
12704,1,2,1,Weathered Zone
12705,1,2,1,Weathered Zone
12706,1,2,1,Weathered Zone
12707,1,2,1,Weathered Zone
12708,1,2,1,Weathered Zone
12709,1,2,1,Weathered Zone
12710,1,2,1,Weathered Zone
12711,1,2,1,Weathered Zone
12712,1,2,1,Weathered Zone
12713,1,2,1,Weathered Zone
12714,1,2,1,Weathered Zone
12715,1,2,1,Weathered Zone
12716,1,2,1,Weathered Zone
12717,1,2,1,Weathered Zone
12718,1,2,1,Weathered Zone
12719,1,2,1,Weathered Zone
12720,1,2,1,Weathered Zone
12721,1,2,1,Weathered Zone
12722,1,2,1,Weathered Zone
12723,1,2,1,Weathered Zone
12724,1,2,1,Weathered Zone
12725,1,2,1,Weathered Zone
12726,1,2,1,Weathered Zone
12727,1,2,1,Weathered Zone
12728,1,2,1,Weathered Zone
12729,1,2,1,Weathered Zone
12730,1,2,1,Weathered Zone
12731,1,2,1,Weathered Zone
12732,1,2,1,Weathered Zone
12733,1,2,1,Weathered Zone
12734,1,2,1,Weathered Zone
12735,1,2,1,Weathered Zone
12736,1,2,1,Weathered Zone
12737,1,2,1,Weathered Zone
12738,1,2,1,Weathered Zone
12739,1,2,1,Weathered Zone
12740,1,2,1,Weathered Zone
12741,1,2,1,Weathered Zone
12742,1,2,1,Weathered Zone
12743,1,2,1,Weathered Zone
12744,1,2,1,Weathered Zone
12745,1,2,1,Weathered Zone
12746,1,2,1,Weathered Zone
12747,1,2,1,Weathered Zone
12748,1,2,1,Weathered Zone
12749,1,2,1,Weathered Zone
12750,1,1,1,Fractured zone
12751,1,1,1,Fractured zone
12752,1,1,1,Fractured zone
12753,1,1,1,Fractured zone
12754,1,1,1,Fractured zone
12755,1,2,1,Weathered Zone
12756,1,2,1,Weathered Zone
12757,1,2,1,Weathered Zone
12758,1,2,1,Weathered Zone
12759,1,2,1,Weathered Zone
12760,1,2,1,Weathered Zone
12761,1,2,1,Weathered Zone
12762,1,2,1,Weathered Zone
12763,1,2,1,Weathered Zone
12764,1,2,1,Weathered Zone
12765,1,2,1,Weathered Zone
12766,1,2,1,Weathered Zone
12767,1,2,1,Weathered Zone
12768,1,2,1,Weathered Zone
12769,1,2,1,Weathered Zone
12826,1,2,1,Weathered Zone
12827,1,2,1,Weathered Zone
12828,1,2,1,Weathered Zone
12829,1,2,1,Weathered Zone
12830,1,2,1,Weathered Zone
12831,1,2,1,Weathered Zone
12832,1,2,1,Weathered Zone
