cellid,k,zone,a,Aquifer
18153,1,2,1,Weathered Zone
18154,1,2,1,Weathered Zone
18155,1,2,1,Weathered Zone
18156,1,2,1,Weathered Zone
18157,1,2,1,Weathered Zone
18158,1,2,1,Weathered Zone
18159,1,2,1,Weathered Zone
18160,1,2,1,Weathered Zone
18161,1,2,1,Weathered Zone
18162,1,2,1,Weathered Zone
18163,1,2,1,Weathered Zone
18164,1,2,1,Weathered Zone
18165,1,2,1,Weathered Zone
18166,1,2,1,Weathered Zone
18167,1,2,1,Weathered Zone
18168,1,2,1,Weathered Zone
18169,1,2,1,Weathered Zone
18170,1,2,1,Weathered Zone
18171,1,2,1,Weathered Zone
18172,1,2,1,Weathered Zone
18173,1,2,1,Weathered Zone
18174,1,2,1,Weathered Zone
18175,1,2,1,Weathered Zone
18176,1,2,1,Weathered Zone
18177,1,2,1,Weathered Zone
18178,1,2,1,Weathered Zone
18179,1,2,1,Weathered Zone
18180,1,2,1,Weathered Zone
18181,1,2,1,Weathered Zone
18182,1,2,1,Weathered Zone
18183,1,2,1,Weathered Zone
18184,1,2,1,Weathered Zone
18185,1,2,1,Weathered Zone
18186,1,2,1,Weathered Zone
18187,1,2,1,Weathered Zone
18188,1,2,1,Weathered Zone
18189,1,2,1,Weathered Zone
18190,1,2,1,Weathered Zone
18191,1,2,1,Weathered Zone
18192,1,2,1,Weathered Zone
18193,1,2,1,Weathered Zone
18194,1,2,1,Weathered Zone
18195,1,2,1,Weathered Zone
18196,1,2,1,Weathered Zone
18197,1,1,1,Fractured zone
18198,1,1,1,Fractured zone
18199,1,1,1,Fractured zone
18200,1,1,1,Fractured zone
18201,1,1,1,Fractured zone
18202,1,1,1,Fractured zone
18203,1,1,1,Fractured zone
18204,1,1,1,Fractured zone
18205,1,1,1,Fractured zone
18206,1,1,1,Fractured zone
18207,1,2,1,Weathered Zone
18208,1,2,1,Weathered Zone
18209,1,2,1,Weathered Zone
18210,1,2,1,Weathered Zone
18211,1,2,1,Weathered Zone
18212,1,1,1,Fractured zone
18213,1,2,1,Weathered Zone
18214,1,2,1,Weathered Zone
18215,1,2,1,Weathered Zone
18216,1,2,1,Weathered Zone
18217,1,2,1,Weathered Zone
18218,1,2,1,Weathered Zone
18219,1,2,1,Weathered Zone
18220,1,2,1,Weathered Zone
18221,1,2,1,Weathered Zone
18222,1,2,1,Weathered Zone
18223,1,2,1,Weathered Zone
18224,1,2,1,Weathered Zone
18225,1,2,1,Weathered Zone
18226,1,2,1,Weathered Zone
18227,1,2,1,Weathered Zone
18228,1,2,1,Weathered Zone
18229,1,2,1,Weathered Zone
18230,1,2,1,Weathered Zone
18231,1,2,1,Weathered Zone
18232,1,2,1,Weathered Zone
18233,1,2,1,Weathered Zone
18234,1,2,1,Weathered Zone
18235,1,2,1,Weathered Zone
18236,1,2,1,Weathered Zone
18237,1,2,1,Weathered Zone
18238,1,2,1,Weathered Zone
18239,1,2,1,Weathered Zone
18240,1,2,1,Weathered Zone
18241,1,2,1,Weathered Zone
18242,1,2,1,Weathered Zone
18243,1,2,1,Weathered Zone
18244,1,2,1,Weathered Zone
18245,1,2,1,Weathered Zone
18246,1,2,1,Weathered Zone
18247,1,2,1,Weathered Zone
18248,1,2,1,Weathered Zone
18249,1,2,1,Weathered Zone
18250,1,2,1,Weathered Zone
18251,1,2,1,Weathered Zone
18252,1,2,1,Weathered Zone
18253,1,2,1,Weathered Zone
18254,1,2,1,Weathered Zone
18255,1,2,1,Weathered Zone
18256,1,2,1,Weathered Zone
18257,1,2,1,Weathered Zone
18273,1,2,1,Weathered Zone
18274,1,2,1,Weathered Zone
18275,1,2,1,Weathered Zone
18276,1,2,1,Weathered Zone
18277,1,1,1,Fractured zone
18278,1,1,1,Fractured zone
18279,1,1,1,Fractured zone
18280,1,2,1,Weathered Zone
18281,1,2,1,Weathered Zone
18282,1,2,1,Weathered Zone
18283,1,2,1,Weathered Zone
18284,1,2,1,Weathered Zone
18285,1,2,1,Weathered Zone
18286,1,2,1,Weathered Zone
18287,1,2,1,Weathered Zone
18288,1,2,1,Weathered Zone
18289,1,2,1,Weathered Zone
18290,1,2,1,Weathered Zone
18291,1,2,1,Weathered Zone
18292,1,2,1,Weathered Zone
18293,1,2,1,Weathered Zone
18294,1,2,1,Weathered Zone
18295,1,2,1,Weathered Zone
18296,1,2,1,Weathered Zone
18297,1,2,1,Weathered Zone
18298,1,2,1,Weathered Zone
18299,1,2,1,Weathered Zone
18300,1,2,1,Weathered Zone
18301,1,2,1,Weathered Zone
18302,1,2,1,Weathered Zone
18303,1,2,1,Weathered Zone
18304,1,2,1,Weathered Zone
18305,1,2,1,Weathered Zone
18306,1,2,1,Weathered Zone
18307,1,2,1,Weathered Zone
18308,1,2,1,Weathered Zone
18309,1,2,1,Weathered Zone
18310,1,2,1,Weathered Zone
18311,1,2,1,Weathered Zone
18312,1,2,1,Weathered Zone
18313,1,2,1,Weathered Zone
18314,1,2,1,Weathered Zone
18315,1,2,1,Weathered Zone
18316,1,2,1,Weathered Zone
18317,1,2,1,Weathered Zone
18318,1,2,1,Weathered Zone
18319,1,2,1,Weathered Zone
18320,1,2,1,Weathered Zone
18321,1,2,1,Weathered Zone
18322,1,2,1,Weathered Zone
18323,1,2,1,Weathered Zone
18324,1,2,1,Weathered Zone
18325,1,2,1,Weathered Zone
18326,1,2,1,Weathered Zone
18327,1,2,1,Weathered Zone
18328,1,2,1,Weathered Zone
18329,1,2,1,Weathered Zone
18330,1,2,1,Weathered Zone
18331,1,2,1,Weathered Zone
18332,1,2,1,Weathered Zone
18333,1,2,1,Weathered Zone
18334,1,2,1,Weathered Zone
18335,1,2,1,Weathered Zone
18336,1,2,1,Weathered Zone
18337,1,2,1,Weathered Zone
18338,1,2,1,Weathered Zone
18339,1,2,1,Weathered Zone
18340,1,2,1,Weathered Zone
18341,1,2,1,Weathered Zone
18342,1,2,1,Weathered Zone
18343,1,2,1,Weathered Zone
18344,1,2,1,Weathered Zone
18345,1,2,1,Weathered Zone
18346,1,2,1,Weathered Zone
18347,1,2,1,Weathered Zone
18348,1,2,1,Weathered Zone
18349,1,2,1,Weathered Zone
18350,1,2,1,Weathered Zone
18351,1,2,1,Weathered Zone
18352,1,2,1,Weathered Zone
18353,1,2,1,Weathered Zone
18354,1,2,1,Weathered Zone
18355,1,2,1,Weathered Zone
18356,1,2,1,Weathered Zone
18357,1,2,1,Weathered Zone
18358,1,2,1,Weathered Zone
18359,1,2,1,Weathered Zone
18360,1,2,1,Weathered Zone
18361,1,1,1,Fractured zone
18362,1,1,1,Fractured zone
18363,1,1,1,Fractured zone
18364,1,1,1,Fractured zone
18365,1,1,1,Fractured zone
18366,1,1,1,Fractured zone
18367,1,1,1,Fractured zone
18368,1,1,1,Fractured zone
18369,1,1,1,Fractured zone
18370,1,1,1,Fractured zone
18371,1,1,1,Fractured zone
18372,1,2,1,Weathered Zone
18373,1,2,1,Weathered Zone
18374,1,2,1,Weathered Zone
18375,1,2,1,Weathered Zone
18376,1,2,1,Weathered Zone
18377,1,1,1,Fractured zone
18378,1,1,1,Fractured zone
18379,1,2,1,Weathered Zone
18380,1,2,1,Weathered Zone
18381,1,2,1,Weathered Zone
18382,1,2,1,Weathered Zone
18383,1,2,1,Weathered Zone
18384,1,2,1,Weathered Zone
18385,1,2,1,Weathered Zone
18386,1,2,1,Weathered Zone
18387,1,1,1,Fractured zone
18388,1,2,1,Weathered Zone
18389,1,2,1,Weathered Zone
18390,1,2,1,Weathered Zone
18391,1,2,1,Weathered Zone
18392,1,2,1,Weathered Zone
18393,1,2,1,Weathered Zone
18394,1,2,1,Weathered Zone
18395,1,2,1,Weathered Zone
18396,1,2,1,Weathered Zone
18397,1,2,1,Weathered Zone
18398,1,2,1,Weathered Zone
18399,1,2,1,Weathered Zone
18400,1,2,1,Weathered Zone
18401,1,2,1,Weathered Zone
18402,1,2,1,Weathered Zone
18403,1,2,1,Weathered Zone
18404,1,2,1,Weathered Zone
18405,1,2,1,Weathered Zone
18406,1,2,1,Weathered Zone
18407,1,2,1,Weathered Zone
18408,1,2,1,Weathered Zone
18409,1,2,1,Weathered Zone
18410,1,2,1,Weathered Zone
18411,1,2,1,Weathered Zone
18412,1,2,1,Weathered Zone
18413,1,2,1,Weathered Zone
18414,1,2,1,Weathered Zone
18415,1,2,1,Weathered Zone
18416,1,2,1,Weathered Zone
18417,1,2,1,Weathered Zone
18418,1,2,1,Weathered Zone
18419,1,2,1,Weathered Zone
18420,1,2,1,Weathered Zone
18421,1,2,1,Weathered Zone
18422,1,2,1,Weathered Zone
18423,1,2,1,Weathered Zone
18439,1,2,1,Weathered Zone
18440,1,2,1,Weathered Zone
18441,1,2,1,Weathered Zone
18442,1,2,1,Weathered Zone
18443,1,2,1,Weathered Zone
18444,1,2,1,Weathered Zone
18445,1,2,1,Weathered Zone
18446,1,1,1,Fractured zone
18447,1,2,1,Weathered Zone
18448,1,2,1,Weathered Zone
18449,1,2,1,Weathered Zone
18450,1,2,1,Weathered Zone
18451,1,2,1,Weathered Zone
18452,1,2,1,Weathered Zone
18453,1,2,1,Weathered Zone
18454,1,2,1,Weathered Zone
18455,1,2,1,Weathered Zone
18456,1,2,1,Weathered Zone
18457,1,2,1,Weathered Zone
18458,1,2,1,Weathered Zone
18459,1,2,1,Weathered Zone
18460,1,2,1,Weathered Zone
18461,1,2,1,Weathered Zone
18462,1,2,1,Weathered Zone
18463,1,2,1,Weathered Zone
18464,1,2,1,Weathered Zone
18465,1,2,1,Weathered Zone
18466,1,2,1,Weathered Zone
18467,1,2,1,Weathered Zone
18468,1,2,1,Weathered Zone
18469,1,2,1,Weathered Zone
18470,1,2,1,Weathered Zone
18471,1,2,1,Weathered Zone
18472,1,2,1,Weathered Zone
18473,1,2,1,Weathered Zone
18474,1,2,1,Weathered Zone
18475,1,2,1,Weathered Zone
18476,1,2,1,Weathered Zone
18477,1,2,1,Weathered Zone
18478,1,2,1,Weathered Zone
18479,1,2,1,Weathered Zone
18480,1,2,1,Weathered Zone
18481,1,2,1,Weathered Zone
18482,1,2,1,Weathered Zone
18483,1,2,1,Weathered Zone
18484,1,2,1,Weathered Zone
18485,1,2,1,Weathered Zone
18486,1,2,1,Weathered Zone
18487,1,2,1,Weathered Zone
18488,1,2,1,Weathered Zone
18489,1,2,1,Weathered Zone
18490,1,2,1,Weathered Zone
18491,1,2,1,Weathered Zone
18492,1,2,1,Weathered Zone
18493,1,2,1,Weathered Zone
18494,1,2,1,Weathered Zone
18495,1,2,1,Weathered Zone
18496,1,2,1,Weathered Zone
18497,1,2,1,Weathered Zone
18498,1,2,1,Weathered Zone
18499,1,2,1,Weathered Zone
18500,1,2,1,Weathered Zone
18501,1,2,1,Weathered Zone
18502,1,2,1,Weathered Zone
18503,1,2,1,Weathered Zone
18504,1,2,1,Weathered Zone
18505,1,2,1,Weathered Zone
18506,1,2,1,Weathered Zone
18507,1,2,1,Weathered Zone
18508,1,2,1,Weathered Zone
18509,1,2,1,Weathered Zone
18510,1,2,1,Weathered Zone
18511,1,2,1,Weathered Zone
18512,1,2,1,Weathered Zone
18513,1,2,1,Weathered Zone
18514,1,2,1,Weathered Zone
18515,1,2,1,Weathered Zone
18516,1,2,1,Weathered Zone
18517,1,2,1,Weathered Zone
18518,1,2,1,Weathered Zone
18519,1,2,1,Weathered Zone
18520,1,2,1,Weathered Zone
18521,1,2,1,Weathered Zone
18522,1,2,1,Weathered Zone
18523,1,2,1,Weathered Zone
18524,1,2,1,Weathered Zone
18525,1,2,1,Weathered Zone
18526,1,2,1,Weathered Zone
18527,1,1,1,Fractured zone
18528,1,1,1,Fractured zone
18529,1,1,1,Fractured zone
18530,1,1,1,Fractured zone
18531,1,1,1,Fractured zone
18532,1,1,1,Fractured zone
18533,1,1,1,Fractured zone
18534,1,1,1,Fractured zone
18535,1,1,1,Fractured zone
18536,1,1,1,Fractured zone
18537,1,1,1,Fractured zone
18538,1,2,1,Weathered Zone
18539,1,2,1,Weathered Zone
18540,1,2,1,Weathered Zone
18541,1,1,1,Fractured zone
18542,1,1,1,Fractured zone
18543,1,1,1,Fractured zone
18544,1,1,1,Fractured zone
18545,1,1,1,Fractured zone
18546,1,2,1,Weathered Zone
18547,1,2,1,Weathered Zone
18548,1,2,1,Weathered Zone
18549,1,2,1,Weathered Zone
18550,1,2,1,Weathered Zone
18551,1,1,1,Fractured zone
18552,1,1,1,Fractured zone
18553,1,2,1,Weathered Zone
18554,1,2,1,Weathered Zone
18555,1,2,1,Weathered Zone
18556,1,2,1,Weathered Zone
18557,1,2,1,Weathered Zone
18558,1,2,1,Weathered Zone
18559,1,2,1,Weathered Zone
18560,1,2,1,Weathered Zone
18561,1,2,1,Weathered Zone
18562,1,2,1,Weathered Zone
18563,1,2,1,Weathered Zone
18564,1,2,1,Weathered Zone
18565,1,2,1,Weathered Zone
18566,1,2,1,Weathered Zone
18567,1,2,1,Weathered Zone
18568,1,2,1,Weathered Zone
18569,1,2,1,Weathered Zone
18570,1,2,1,Weathered Zone
18571,1,2,1,Weathered Zone
18572,1,2,1,Weathered Zone
18573,1,2,1,Weathered Zone
18574,1,2,1,Weathered Zone
18575,1,2,1,Weathered Zone
18576,1,2,1,Weathered Zone
18577,1,2,1,Weathered Zone
18578,1,2,1,Weathered Zone
18579,1,2,1,Weathered Zone
18580,1,2,1,Weathered Zone
18581,1,2,1,Weathered Zone
18582,1,2,1,Weathered Zone
18583,1,2,1,Weathered Zone
18584,1,2,1,Weathered Zone
18585,1,2,1,Weathered Zone
18586,1,2,1,Weathered Zone
18587,1,2,1,Weathered Zone
18588,1,2,1,Weathered Zone
18589,1,2,1,Weathered Zone
18604,1,2,1,Weathered Zone
18605,1,2,1,Weathered Zone
18606,1,2,1,Weathered Zone
18607,1,2,1,Weathered Zone
18608,1,2,1,Weathered Zone
18609,1,2,1,Weathered Zone
18610,1,2,1,Weathered Zone
18611,1,1,1,Fractured zone
18612,1,2,1,Weathered Zone
18613,1,2,1,Weathered Zone
18614,1,2,1,Weathered Zone
18615,1,2,1,Weathered Zone
18616,1,2,1,Weathered Zone
18617,1,2,1,Weathered Zone
18618,1,2,1,Weathered Zone
18619,1,2,1,Weathered Zone
18620,1,2,1,Weathered Zone
18621,1,2,1,Weathered Zone
18622,1,2,1,Weathered Zone
18623,1,2,1,Weathered Zone
18624,1,2,1,Weathered Zone
18625,1,2,1,Weathered Zone
18626,1,2,1,Weathered Zone
18627,1,2,1,Weathered Zone
18628,1,2,1,Weathered Zone
18629,1,2,1,Weathered Zone
18630,1,2,1,Weathered Zone
18631,1,2,1,Weathered Zone
18632,1,2,1,Weathered Zone
18633,1,2,1,Weathered Zone
18634,1,2,1,Weathered Zone
18635,1,2,1,Weathered Zone
18636,1,2,1,Weathered Zone
18637,1,2,1,Weathered Zone
18638,1,2,1,Weathered Zone
18639,1,2,1,Weathered Zone
18640,1,2,1,Weathered Zone
18641,1,2,1,Weathered Zone
18642,1,2,1,Weathered Zone
18643,1,2,1,Weathered Zone
18644,1,2,1,Weathered Zone
18645,1,2,1,Weathered Zone
18646,1,2,1,Weathered Zone
18647,1,2,1,Weathered Zone
18648,1,2,1,Weathered Zone
18649,1,2,1,Weathered Zone
18650,1,2,1,Weathered Zone
18651,1,2,1,Weathered Zone
18652,1,2,1,Weathered Zone
18653,1,2,1,Weathered Zone
18654,1,2,1,Weathered Zone
18655,1,2,1,Weathered Zone
18656,1,2,1,Weathered Zone
18657,1,2,1,Weathered Zone
18658,1,2,1,Weathered Zone
18659,1,2,1,Weathered Zone
18660,1,2,1,Weathered Zone
18661,1,2,1,Weathered Zone
18662,1,2,1,Weathered Zone
18663,1,2,1,Weathered Zone
18664,1,2,1,Weathered Zone
18665,1,2,1,Weathered Zone
18666,1,2,1,Weathered Zone
18667,1,2,1,Weathered Zone
18668,1,2,1,Weathered Zone
18669,1,2,1,Weathered Zone
18670,1,2,1,Weathered Zone
18671,1,2,1,Weathered Zone
18672,1,2,1,Weathered Zone
18673,1,2,1,Weathered Zone
18674,1,2,1,Weathered Zone
18675,1,2,1,Weathered Zone
18676,1,2,1,Weathered Zone
18677,1,2,1,Weathered Zone
18678,1,2,1,Weathered Zone
18679,1,2,1,Weathered Zone
18680,1,2,1,Weathered Zone
18681,1,2,1,Weathered Zone
18682,1,2,1,Weathered Zone
18683,1,2,1,Weathered Zone
18684,1,2,1,Weathered Zone
18685,1,2,1,Weathered Zone
18686,1,2,1,Weathered Zone
18687,1,2,1,Weathered Zone
18688,1,2,1,Weathered Zone
18689,1,2,1,Weathered Zone
18690,1,2,1,Weathered Zone
18691,1,2,1,Weathered Zone
18692,1,2,1,Weathered Zone
18693,1,1,1,Fractured zone
18694,1,1,1,Fractured zone
18695,1,1,1,Fractured zone
18696,1,1,1,Fractured zone
18697,1,1,1,Fractured zone
18698,1,1,1,Fractured zone
18699,1,2,1,Weathered Zone
18700,1,2,1,Weathered Zone
18701,1,1,1,Fractured zone
18702,1,1,1,Fractured zone
18703,1,2,1,Weathered Zone
18704,1,2,1,Weathered Zone
18705,1,2,1,Weathered Zone
18706,1,1,1,Fractured zone
18707,1,1,1,Fractured zone
18708,1,1,1,Fractured zone
18709,1,1,1,Fractured zone
18710,1,1,1,Fractured zone
18711,1,2,1,Weathered Zone
18712,1,2,1,Weathered Zone
18713,1,2,1,Weathered Zone
18714,1,2,1,Weathered Zone
18715,1,2,1,Weathered Zone
18716,1,1,1,Fractured zone
18717,1,1,1,Fractured zone
18718,1,2,1,Weathered Zone
18719,1,2,1,Weathered Zone
18720,1,2,1,Weathered Zone
18721,1,2,1,Weathered Zone
18722,1,2,1,Weathered Zone
18723,1,2,1,Weathered Zone
18724,1,2,1,Weathered Zone
18725,1,2,1,Weathered Zone
18726,1,2,1,Weathered Zone
18727,1,2,1,Weathered Zone
18728,1,2,1,Weathered Zone
18729,1,2,1,Weathered Zone
18730,1,2,1,Weathered Zone
18731,1,2,1,Weathered Zone
18732,1,2,1,Weathered Zone
18733,1,2,1,Weathered Zone
18734,1,2,1,Weathered Zone
18735,1,2,1,Weathered Zone
18736,1,2,1,Weathered Zone
18737,1,2,1,Weathered Zone
18738,1,2,1,Weathered Zone
18739,1,2,1,Weathered Zone
18740,1,2,1,Weathered Zone
18741,1,2,1,Weathered Zone
18742,1,2,1,Weathered Zone
18743,1,2,1,Weathered Zone
18744,1,2,1,Weathered Zone
18745,1,2,1,Weathered Zone
18746,1,2,1,Weathered Zone
18747,1,2,1,Weathered Zone
18748,1,2,1,Weathered Zone
18749,1,2,1,Weathered Zone
18750,1,2,1,Weathered Zone
18751,1,2,1,Weathered Zone
18752,1,2,1,Weathered Zone
18753,1,2,1,Weathered Zone
18754,1,2,1,Weathered Zone
18755,1,2,1,Weathered Zone
18768,1,2,1,Weathered Zone
18769,1,2,1,Weathered Zone
18770,1,2,1,Weathered Zone
18771,1,2,1,Weathered Zone
18772,1,2,1,Weathered Zone
18773,1,2,1,Weathered Zone
18774,1,2,1,Weathered Zone
18775,1,2,1,Weathered Zone
18776,1,1,1,Fractured zone
18777,1,1,1,Fractured zone
18778,1,2,1,Weathered Zone
18779,1,2,1,Weathered Zone
18780,1,2,1,Weathered Zone
18781,1,2,1,Weathered Zone
18782,1,2,1,Weathered Zone
18783,1,2,1,Weathered Zone
18784,1,2,1,Weathered Zone
18785,1,2,1,Weathered Zone
18786,1,2,1,Weathered Zone
18787,1,2,1,Weathered Zone
18788,1,2,1,Weathered Zone
18789,1,2,1,Weathered Zone
18790,1,2,1,Weathered Zone
18791,1,2,1,Weathered Zone
18792,1,2,1,Weathered Zone
18793,1,2,1,Weathered Zone
18794,1,2,1,Weathered Zone
18795,1,2,1,Weathered Zone
18796,1,2,1,Weathered Zone
18797,1,2,1,Weathered Zone
18798,1,2,1,Weathered Zone
18799,1,2,1,Weathered Zone
18800,1,2,1,Weathered Zone
18801,1,2,1,Weathered Zone
18802,1,2,1,Weathered Zone
18803,1,2,1,Weathered Zone
18804,1,2,1,Weathered Zone
18805,1,2,1,Weathered Zone
18806,1,2,1,Weathered Zone
18807,1,2,1,Weathered Zone
18808,1,2,1,Weathered Zone
18809,1,2,1,Weathered Zone
18810,1,2,1,Weathered Zone
18811,1,2,1,Weathered Zone
18812,1,2,1,Weathered Zone
18813,1,2,1,Weathered Zone
18814,1,2,1,Weathered Zone
18815,1,2,1,Weathered Zone
18816,1,2,1,Weathered Zone
18817,1,2,1,Weathered Zone
18818,1,2,1,Weathered Zone
18819,1,2,1,Weathered Zone
18820,1,2,1,Weathered Zone
18821,1,2,1,Weathered Zone
18822,1,2,1,Weathered Zone
18823,1,2,1,Weathered Zone
18824,1,2,1,Weathered Zone
18825,1,2,1,Weathered Zone
18826,1,2,1,Weathered Zone
18827,1,2,1,Weathered Zone
18828,1,2,1,Weathered Zone
18829,1,2,1,Weathered Zone
18830,1,2,1,Weathered Zone
18831,1,2,1,Weathered Zone
18832,1,2,1,Weathered Zone
18833,1,2,1,Weathered Zone
18834,1,2,1,Weathered Zone
18835,1,2,1,Weathered Zone
18836,1,2,1,Weathered Zone
18837,1,2,1,Weathered Zone
18838,1,2,1,Weathered Zone
18839,1,2,1,Weathered Zone
18840,1,2,1,Weathered Zone
18841,1,2,1,Weathered Zone
18842,1,2,1,Weathered Zone
18843,1,2,1,Weathered Zone
18844,1,2,1,Weathered Zone
18845,1,2,1,Weathered Zone
18846,1,2,1,Weathered Zone
18847,1,2,1,Weathered Zone
18848,1,2,1,Weathered Zone
18849,1,2,1,Weathered Zone
18850,1,2,1,Weathered Zone
18851,1,2,1,Weathered Zone
18852,1,2,1,Weathered Zone
18853,1,2,1,Weathered Zone
18854,1,2,1,Weathered Zone
18855,1,2,1,Weathered Zone
18856,1,2,1,Weathered Zone
18857,1,2,1,Weathered Zone
18858,1,2,1,Weathered Zone
18859,1,1,1,Fractured zone
18860,1,1,1,Fractured zone
18861,1,1,1,Fractured zone
18862,1,1,1,Fractured zone
18863,1,2,1,Weathered Zone
18864,1,2,1,Weathered Zone
18865,1,2,1,Weathered Zone
18866,1,2,1,Weathered Zone
18867,1,2,1,Weathered Zone
18868,1,2,1,Weathered Zone
18869,1,2,1,Weathered Zone
18870,1,2,1,Weathered Zone
18871,1,1,1,Fractured zone
18872,1,1,1,Fractured zone
18873,1,1,1,Fractured zone
18874,1,1,1,Fractured zone
18875,1,1,1,Fractured zone
18876,1,1,1,Fractured zone
18877,1,2,1,Weathered Zone
18878,1,2,1,Weathered Zone
18879,1,2,1,Weathered Zone
18880,1,2,1,Weathered Zone
18881,1,1,1,Fractured zone
18882,1,1,1,Fractured zone
18883,1,2,1,Weathered Zone
18884,1,2,1,Weathered Zone
18885,1,2,1,Weathered Zone
18886,1,2,1,Weathered Zone
18887,1,2,1,Weathered Zone
18888,1,2,1,Weathered Zone
18889,1,2,1,Weathered Zone
18890,1,2,1,Weathered Zone
18891,1,2,1,Weathered Zone
18892,1,2,1,Weathered Zone
18893,1,2,1,Weathered Zone
18894,1,2,1,Weathered Zone
18895,1,2,1,Weathered Zone
18896,1,2,1,Weathered Zone
18897,1,2,1,Weathered Zone
18898,1,2,1,Weathered Zone
18899,1,2,1,Weathered Zone
18900,1,2,1,Weathered Zone
18901,1,2,1,Weathered Zone
18902,1,2,1,Weathered Zone
18903,1,2,1,Weathered Zone
18904,1,2,1,Weathered Zone
18905,1,2,1,Weathered Zone
18906,1,2,1,Weathered Zone
18907,1,2,1,Weathered Zone
18908,1,2,1,Weathered Zone
18909,1,2,1,Weathered Zone
18910,1,2,1,Weathered Zone
18911,1,2,1,Weathered Zone
18912,1,2,1,Weathered Zone
18913,1,2,1,Weathered Zone
18914,1,2,1,Weathered Zone
18915,1,2,1,Weathered Zone
18916,1,2,1,Weathered Zone
18917,1,2,1,Weathered Zone
18918,1,2,1,Weathered Zone
18919,1,2,1,Weathered Zone
18920,1,2,1,Weathered Zone
18934,1,2,1,Weathered Zone
18935,1,2,1,Weathered Zone
18936,1,2,1,Weathered Zone
18937,1,2,1,Weathered Zone
18938,1,1,1,Fractured zone
18939,1,1,1,Fractured zone
18940,1,1,1,Fractured zone
18941,1,1,1,Fractured zone
18942,1,1,1,Fractured zone
18943,1,1,1,Fractured zone
18944,1,2,1,Weathered Zone
18945,1,2,1,Weathered Zone
18946,1,2,1,Weathered Zone
18947,1,2,1,Weathered Zone
18948,1,2,1,Weathered Zone
18949,1,2,1,Weathered Zone
18950,1,2,1,Weathered Zone
18951,1,2,1,Weathered Zone
18952,1,2,1,Weathered Zone
18953,1,2,1,Weathered Zone
18954,1,2,1,Weathered Zone
18955,1,2,1,Weathered Zone
18956,1,2,1,Weathered Zone
18957,1,2,1,Weathered Zone
18958,1,2,1,Weathered Zone
18959,1,2,1,Weathered Zone
18960,1,2,1,Weathered Zone
18961,1,2,1,Weathered Zone
18962,1,2,1,Weathered Zone
18963,1,2,1,Weathered Zone
18964,1,2,1,Weathered Zone
18965,1,2,1,Weathered Zone
18966,1,2,1,Weathered Zone
18967,1,2,1,Weathered Zone
18968,1,2,1,Weathered Zone
18969,1,2,1,Weathered Zone
18970,1,2,1,Weathered Zone
18971,1,2,1,Weathered Zone
18972,1,2,1,Weathered Zone
18973,1,2,1,Weathered Zone
18974,1,2,1,Weathered Zone
18975,1,2,1,Weathered Zone
18976,1,2,1,Weathered Zone
18977,1,2,1,Weathered Zone
18978,1,2,1,Weathered Zone
18979,1,2,1,Weathered Zone
18980,1,2,1,Weathered Zone
18981,1,2,1,Weathered Zone
18982,1,2,1,Weathered Zone
18983,1,2,1,Weathered Zone
18984,1,2,1,Weathered Zone
18985,1,2,1,Weathered Zone
18986,1,2,1,Weathered Zone
18987,1,2,1,Weathered Zone
18988,1,2,1,Weathered Zone
18989,1,2,1,Weathered Zone
18990,1,2,1,Weathered Zone
18991,1,2,1,Weathered Zone
18992,1,2,1,Weathered Zone
18993,1,2,1,Weathered Zone
18994,1,2,1,Weathered Zone
18995,1,2,1,Weathered Zone
18996,1,2,1,Weathered Zone
18997,1,2,1,Weathered Zone
18998,1,2,1,Weathered Zone
18999,1,2,1,Weathered Zone
19000,1,2,1,Weathered Zone
19001,1,2,1,Weathered Zone
19002,1,2,1,Weathered Zone
19003,1,2,1,Weathered Zone
19004,1,2,1,Weathered Zone
19005,1,2,1,Weathered Zone
19006,1,2,1,Weathered Zone
19007,1,2,1,Weathered Zone
19008,1,2,1,Weathered Zone
19009,1,2,1,Weathered Zone
19010,1,2,1,Weathered Zone
19011,1,2,1,Weathered Zone
19012,1,2,1,Weathered Zone
19013,1,2,1,Weathered Zone
19014,1,2,1,Weathered Zone
19015,1,2,1,Weathered Zone
19016,1,2,1,Weathered Zone
19017,1,2,1,Weathered Zone
19018,1,2,1,Weathered Zone
19019,1,2,1,Weathered Zone
19020,1,2,1,Weathered Zone
19021,1,2,1,Weathered Zone
19022,1,2,1,Weathered Zone
19023,1,2,1,Weathered Zone
19024,1,2,1,Weathered Zone
19025,1,1,1,Fractured zone
19026,1,1,1,Fractured zone
19027,1,1,1,Fractured zone
19028,1,2,1,Weathered Zone
19029,1,2,1,Weathered Zone
19030,1,2,1,Weathered Zone
19031,1,2,1,Weathered Zone
19032,1,2,1,Weathered Zone
19033,1,2,1,Weathered Zone
19034,1,2,1,Weathered Zone
19035,1,2,1,Weathered Zone
19036,1,1,1,Fractured zone
19037,1,1,1,Fractured zone
19038,1,1,1,Fractured zone
19039,1,1,1,Fractured zone
19040,1,1,1,Fractured zone
19041,1,1,1,Fractured zone
19042,1,2,1,Weathered Zone
19043,1,2,1,Weathered Zone
19044,1,2,1,Weathered Zone
19045,1,2,1,Weathered Zone
19046,1,1,1,Fractured zone
19047,1,1,1,Fractured zone
19048,1,1,1,Fractured zone
19049,1,2,1,Weathered Zone
